symbol,news
VGNT,"[{'title': 'Visteon Stock Sees RS Rating Rise To 82', 'publisher': ""Investor's Business Daily"", 'link': 'https://www.investors.com/news/visteon-sees-rs-rating-rise-to-82/?src=A00220&yptr=yahoo', 'summary': 'Visteon shows improving price performance, earning an upgrade to its IBD Relative Strength Rating from 76 to 82.', 'pub_date': '2026-04-27T07:00:00Z', 'formatted_date': '04-27-2026'}]"
AERO,[]
VUG,[]
MNST,[]
ALLE,[]
KMX,[]
DG,[]
IFRX,[]
FFIN,[]
SAP,[]
HWC,"[{'title': 'How Hancock Whitney (HWC) Is Reframing Its Story Around Profitability Execution And Valuation', 'publisher': 'Simply Wall St.', 'link': 'https://finance.yahoo.com/markets/stocks/articles/hancock-whitney-hwc-reframing-story-001613484.html', 'summary': 'Hancock Whitney’s updated analyst model now points to a Fair Value price target of US$77.67 per share, compared with the prior US$76.44. This marks a modest shift in how equity value is being framed. That move lines up with recent analyst commentary that balances optimism around profitability with caution on execution risk and the range of price targets clustering around levels such as US$81. Read on to see what is driving this evolving narrative and how you can keep track of the key signals...', 'pub_date': '2026-04-27T00:16:13Z', 'formatted_date': '04-27-2026'}]"
HIMS,[]
BC,[]
CCEP,[]
CBC,[]
BIP,[]
BND,[]
MSCI,[]
CRH,[]
Q,[]
DASH,"[{'title': 'DoorDash, Inc. (DASH): Stephen Mandel Opens New Position in Delivery Firm', 'publisher': 'Insider Monkey', 'link': 'https://finance.yahoo.com/markets/stocks/articles/doordash-inc-dash-stephen-mandel-151441089.html', 'summary': 'We just covered Lone Pine’s Non-AI Strategy Falters: 10 Non-AI Stocks Weighing Down Stephen Mandel’s 2026 Returns and DoorDash, Inc. (NASDAQ:DASH) ranks 3rd on this list. DoorDash, Inc. (NASDAQ:DASH) first featured in the 13F portfolio of Lone Pine Capital in the fourth quarter of 2020. Back then, this position comprised 2.2 million shares. By the […]', 'pub_date': '2026-04-29T15:14:41Z', 'formatted_date': '04-29-2026'}]"
ASGN,[]
NESR,[]
TRIP,[]
SNY,[]
MA,[]
MWH,[]
GNW,[]
URGN,[]
IDMO,[]
SHY,"[{'title': ""MoneyMasters Podcast 4-16-26- SP 500 Volatility, Midterms,  the Fed's Next Move"", 'publisher': 'MoneyShow', 'link': 'https://finance.yahoo.com/markets/stocks/articles/moneymasters-podcast-4-16-26-163000991.html', 'summary': 'How do you position yourself in a market defined by relentless volatility and geopolitical instability?', 'pub_date': '2026-04-16T16:30:00Z', 'formatted_date': '04-16-2026'}]"
CVE,[]
GOVT,[]
HASI,[]
CBOE,[]
META,[]
PHK,[]
HCAT,[]
STZ,[]
HPP,[]
ROIV,"[{'title': 'Roivant Sciences Ltd. (ROIV): One of the Best Stocks to Buy According to Joe Edelman', 'publisher': 'Insider Monkey', 'link': 'https://finance.yahoo.com/markets/stocks/articles/roivant-sciences-ltd-roiv-one-211550074.html', 'summary': 'We just covered the Billionaire Joe Edelman’s 10 Stock Picks with Huge Upside Potential and Roivant Sciences Ltd. (NASDAQ:ROIV) ranks 8th on this list. Roivant Sciences Ltd. (NASDAQ:ROIV) recently won a major legal battle. In March, Roivant’s subsidiaries, Genevant and Arbutus, reached a $2.25 billion global settlement with Moderna over a COVID-19 vaccine patent. This […]', 'pub_date': '2026-04-27T21:15:50Z', 'formatted_date': '04-27-2026'}]"
KLAC,[]
BBT,[]
CBRL,[]
WHR,[]
KRG,[]
GD,[]
EFX,[]
JBGS,[]
BSX,[]
DDOG,"[{'title': 'Datadog GPU Monitoring Targets AI Costs As Shares Trade Below Estimates', 'publisher': 'Simply Wall St.', 'link': 'https://finance.yahoo.com/markets/stocks/articles/datadog-gpu-monitoring-targets-ai-230438200.html', 'summary': 'Datadog (NasdaqGS:DDOG) has introduced GPU Monitoring, a new observability product focused on GPU utilization, health, and costs across AI workloads. The product is designed to give unified visibility into fleet-level GPU usage and link hardware data to workload ownership and performance bottlenecks. Datadog is positioning GPU Monitoring to help organizations scale AI projects more efficiently while aiming to reduce wasted GPU expenditure. Datadog operates in application and infrastructure...', 'pub_date': '2026-04-28T23:04:38Z', 'formatted_date': '04-28-2026'}]"
GUNR,[]
FANG,[]
UUUU,[]
PDD,[]
SBRA,[]
D,[]
UDR,[]
LYG,[]
CNX,[]
ANF,"[{'title': 'Buy Walmart and 3 More Retail Stocks as Consumer Confidence Surges', 'publisher': 'Zacks', 'link': 'https://finance.yahoo.com/markets/stocks/articles/buy-walmart-3-more-retail-134400955.html', 'summary': 'Walmart and three other retailers get a confidence boost as April sentiment ticks up, even with gasoline and inflation pressures still looming.', 'pub_date': '2026-04-29T13:44:00Z', 'formatted_date': '04-29-2026'}]"
OSPN,[]
CPT,[]
XLB,[]
RUN,[]
WDS,[]
CBOX,[]
CR,[]
NKE,[]
GFL,[]
DINO,"[{'title': 'Is PARR a Buy After the $250M Buyback and $72 Target?', 'publisher': 'Zacks', 'link': 'https://finance.yahoo.com/markets/stocks/articles/parr-buy-250m-buyback-72-133900939.html', 'summary': 'PARR okays a $250M buyback with no end date as liquidity hits roughly $915M and interest costs drop, but refining margins and outages stay wild.', 'pub_date': '2026-04-29T13:39:00Z', 'formatted_date': '04-29-2026'}]"
SGOL,[]
TS,[]
KVUE,[]
TFX,[]
DV,[]
ADNT,[]
GBCI,[]
MKTX,[]
WOOF,[]
UIS,"[{'title': 'Is Unisys Corporation the Most Undervalued Cybersecurity Stock to Invest In?', 'publisher': 'Insider Monkey', 'link': 'https://finance.yahoo.com/markets/stocks/articles/unisys-corporation-most-undervalued-cybersecurity-153701484.html', 'summary': 'Unisys Corporation (NYSE:UIS) is among the 14 Most Undervalued Cybersecurity Stocks to Invest In. On April 14, Unisys Corporation (NYSE:UIS) announced a partnership with Worldsys to deliver enhanced anti-money laundering capabilities through its core banking platform. The collaboration integrates advanced regulatory technology solutions to help financial institutions strengthen compliance, mitigate fraud risks, and improve operational efficiency. […]', 'pub_date': '2026-04-17T15:37:01Z', 'formatted_date': '04-17-2026'}]"
AWK,[]
BKD,[]
KYMR,[]
USFD,[]
ORGO,[]
EVH,[]
IRDM,[]
VGIT,[]
ESNT,[]
ACN,"[{'title': 'Verisk Q1 Earnings Top Estimates on Growth in Underwriting, Claims', 'publisher': 'Zacks', 'link': 'https://finance.yahoo.com/markets/stocks/articles/verisk-q1-earnings-top-estimates-144100175.html', 'summary': 'VRSK beats Q1 earnings estimates as underwriting and claims growth lift revenues, while margins expand on operating leverage and cost discipline.', 'pub_date': '2026-04-29T14:41:00Z', 'formatted_date': '04-29-2026'}]"
CRSP,[]
DOCU,[]
TSLA,[]
CNQ,[]
EUFN,[]
SLS,[]
FXN,[]
ALB,[]
OCGN,[]
OBDC,"[{'title': 'Should Value Investors Buy Blue Owl Capital Corporation (OBDC) Stock?', 'publisher': 'Zacks', 'link': 'https://finance.yahoo.com/markets/stocks/articles/value-investors-buy-blue-owl-134003642.html', 'summary': 'Here at Zacks, our focus is on the proven Zacks Rank system, which emphasizes earnings estimates and estimate revisions to find great stocks. Nevertheless, we are always paying attention to the latest value, growth, and momentum trends to underscore strong picks.', 'pub_date': '2026-04-28T13:40:03Z', 'formatted_date': '04-28-2026'}]"
FER,[]
GPRE,[]
WERN,[]
STAA,[]
TTWO,[]
VCLT,[]
CLH,[]
TGTX,[]
WOLF,[]
MD,"[{'title': '3 Value Stocks with Open Questions', 'publisher': 'StockStory', 'link': 'https://finance.yahoo.com/markets/stocks/articles/3-value-stocks-open-questions-174855522.html', 'summary': 'Value investing has produced some of the world’s most famous investing billionaires, including Warren Buffett, David Einhorn, and Seth Klarman, who built their fortunes by purchasing wonderful businesses at reasonable prices. But these hidden gems are few and far between - many stocks that appear cheap often stay that way because they face structural issues.', 'pub_date': '2026-04-27T17:48:55Z', 'formatted_date': '04-27-2026'}]"
MPWR,[]
STAG,[]
IRTC,[]
SHYG,[]
VZ,[]
PDM,[]
B,[]
OPRA,[]
SRRK,[]
TWST,"[{'title': 'Assessing Twist Bioscience (TWST) Valuation After Insider Sale And Recent Q1 FY26 Optimism', 'publisher': 'Simply Wall St.', 'link': 'https://finance.yahoo.com/news/assessing-twist-bioscience-twst-valuation-231237117.html', 'summary': 'Twist Bioscience (TWST) stock came under pressure after Senior Vice President of Human Resources Paula Green sold more than 39,400 shares for nearly US$2.1 million, following a strong year to date rally. See our latest analysis for Twist Bioscience. The recent insider sale comes after a strong year to date share price return of 53.07% and a 56.40% 3 month share price return, alongside the Invenra licensing agreement and upbeat Q1 FY26 guidance. At the same time, the 1 year total shareholder...', 'pub_date': '2026-02-25T23:12:37Z', 'formatted_date': '02-25-2026'}]"
ANET,[]
EMN,[]
IEP,[]
SPSC,[]
F,[]
LNC,[]
AXTI,[]
PRA,[]
MHK,[]
MOH,"[{'title': 'Elevance Health and 2 More Stocks to Buy. Better Days Are Ahead for Medicaid Providers.', 'publisher': 'Barrons.com', 'link': 'https://www.barrons.com/articles/elevance-health-more-stocks-to-buy-medicaid-providers-f13baca3?siteid=yhoof2&yptr=yahoo', 'summary': 'BofA Securities upgrades Elevance Health and gives a rare double upgrade to Centene and Molina Healthcare.', 'pub_date': '2026-04-29T18:06:00Z', 'formatted_date': '04-29-2026'}]"
TRMB,[]
PSTG,[]
WCC,[]
TENB,[]
INTU,[]
DUOL,[]
HALO,[]
MU,[]
AEP,[]
OMF,"[{'title': 'PROG Holdings (PRG) Q1 Earnings and Revenues Surpass Estimates', 'publisher': 'Zacks', 'link': 'https://finance.yahoo.com/markets/stocks/articles/prog-holdings-prg-q1-earnings-132006490.html', 'summary': 'PROG Holdings (PRG) delivered earnings and revenue surprises of +58.31% and +1.34%, respectively, for the quarter ended March 2026. Do the numbers hold clues to what lies ahead for the stock?', 'pub_date': '2026-04-29T13:20:06Z', 'formatted_date': '04-29-2026'}]"
HRB,[]
UGP,[]
GDDY,[]
ECL,[]
MGNX,[]
NXT,[]
WAL,[]
ON,[]
FBIN,[]
MAIR,"[{'title': 'Madison Air IPO And ESOP Shelf Raise Questions On Future Dilution', 'publisher': 'Simply Wall St.', 'link': 'https://finance.yahoo.com/markets/stocks/articles/madison-air-ipo-esop-shelf-050527506.html', 'summary': 'Madison Air Solutions (NYSE:MAIR) completed a multibillion-dollar IPO, bringing the company to public markets. Shortly after listing, the company filed a sizable shelf registration for a large equity offering tied to its employee stock ownership plan. These moves introduce new information on capital structure and equity supply for current and prospective shareholders. With shares recently at $34.24 and a 7.8% return over the past week, NYSE:MAIR is entering public markets during an active...', 'pub_date': '2026-04-24T05:05:27Z', 'formatted_date': '04-24-2026'}]"
WLY,[]
MSTR,[]
INN,[]
SWMR,[]
XLF,[]
TNDM,[]
RRC,[]
HAIN,[]
IDYA,[]
VOYA,"[{'title': 'Primerica (PRI) Reports Next Week: Wall Street Expects Earnings Growth', 'publisher': 'Zacks', 'link': 'https://finance.yahoo.com/markets/stocks/articles/primerica-pri-reports-next-week-140023967.html', 'summary': ""Primerica (PRI) doesn't possess the right combination of the two key ingredients for a likely earnings beat in its upcoming report. Get prepared with the key expectations."", 'pub_date': '2026-04-29T14:00:23Z', 'formatted_date': '04-29-2026'}]"
ZS,[]
BMRN,[]
IRM,[]
AOS,[]
DT,[]
SABR,[]
OBE,[]
PEG,[]
FIS,[]
HAE,"[{'title': 'Will VASCADE MVP XL’s Expanded FDA Labeling Shift Haemonetics’ (HAE) Electrophysiology Growth Narrative', 'publisher': 'Simply Wall St.', 'link': 'https://finance.yahoo.com/sectors/healthcare/articles/vascade-mvp-xl-expanded-fda-170531380.html', 'summary': 'Haemonetics Corporation recently presented data at the Heart Rhythm Society 2026 Annual Meeting in Chicago showing its VASCADE MVP XL vascular closure system delivers effective hemostasis and maintains a consistent safety profile in large-bore venous access procedures, following expanded FDA labeling in March 2026 for use with procedural sheaths up to 17F outer diameter. This makes VASCADE MVP XL the only clinically proven extravascular venous closure system for sheaths up to 17F,...', 'pub_date': '2026-04-28T17:05:31Z', 'formatted_date': '04-28-2026'}]"
ULS,[]
SHC,[]
CHRS,[]
LITE,[]
P,[]
PAYX,[]
SW,[]
IBM,[]
PENN,[]
LHX,"[{'title': 'Northrop, Lockheed Stocks Drop for 10th Stright Day. Now There’s a New Problem.', 'publisher': 'Barrons.com', 'link': 'https://www.barrons.com/articles/defense-stocks-weak-since-the-iran-war-started-4dc64666?siteid=yhoof2&yptr=yahoo', 'summary': 'Major defense stocks, including Lockheed Martin and RTX, have fallen an average of 15% since the Iran war began.', 'pub_date': '2026-04-27T20:24:00Z', 'formatted_date': '04-27-2026'}]"
JOB,[]
FOXF,[]
GM,[]
TROW,[]
DXC,[]
NEXT,[]
ALV,[]
VNOM,[]
ITT,[]
GSHD,"[{'title': 'Goosehead Insurance Q1 Earnings Call Highlights', 'publisher': 'MarketBeat', 'link': 'https://www.marketbeat.com/instant-alerts/goosehead-insurance-q1-earnings-call-highlights-2026-04-23/?utm_source=yahoofinance&utm_medium=yahoofinance', 'summary': 'Goosehead Insurance (NASDAQ:GSHD) reported first-quarter 2026 results that management characterized as a “strong and consistent” start to the year, while highlighting progress in its Digital Agent platform rollout, early benefits from artificial intelligence initiatives in service operations, and co', 'pub_date': '2026-04-23T17:39:34Z', 'formatted_date': '04-23-2026'}]"
DELL,[]
LNT,[]
AMCR,[]
FVRR,[]
XLK,[]
LYV,[]
SHLD,[]
KDP,[]
BEN,[]
WAFD,"[{'title': '3 Unpopular Stocks That Fall Short', 'publisher': 'StockStory', 'link': 'https://finance.yahoo.com/markets/stocks/articles/3-unpopular-stocks-fall-short-124455160.html', 'summary': 'Wall Street has issued downbeat forecasts for the stocks in this article. These predictions are rare - financial institutions typically hesitate to say bad things about a company because it can jeopardize their other revenue-generating business lines like M&A advisory.', 'pub_date': '2026-04-27T12:44:55Z', 'formatted_date': '04-27-2026'}]"
DHI,[]
IWS,[]
CAE,[]
ALLY,[]
WBD,[]
MUR,[]
FMS,[]
SAN,[]
QCOM,[]
AIV,"[{'title': 'Promising Penny Stocks To Watch In April 2026', 'publisher': 'Simply Wall St.', 'link': 'https://finance.yahoo.com/markets/stocks/articles/promising-penny-stocks-watch-april-180555128.html', 'summary': ""The market has climbed 4.0% in the last 7 days and 39% over the past year, with earnings forecast to grow by 16% annually. Though often considered outdated, penny stocks still hold potential when supported by robust financials, offering opportunities that larger firms might overlook. We'll explore several penny stocks that stand out for their financial strength and potential for growth, appealing to investors looking for under-the-radar opportunities."", 'pub_date': '2026-04-20T18:05:55Z', 'formatted_date': '04-20-2026'}]"
BTGO,[]
VONG,[]
PINS,[]
CARS,[]
CRL,[]
WB,[]
PFLT,[]
MURGY,[]
OII,[]
OTIS,"[{'title': 'Generac Tops Q1 Earnings Estimates, Lifts 2026 Revenue Outlook', 'publisher': 'Zacks', 'link': 'https://finance.yahoo.com/markets/stocks/articles/generac-tops-q1-earnings-estimates-144600016.html', 'summary': 'GNRC beats EPS and sales estimates in Q1, fueled by strong data center demand, and raises its 2026 revenue growth outlook to the mid-to-high teens.', 'pub_date': '2026-04-29T14:46:00Z', 'formatted_date': '04-29-2026'}]"
O,[]
GWRE,[]
RH,[]
WMG,[]
JBLU,[]
IJR,[]
UEC,[]
FIVE,[]
MASI,[]
OKTA,"[{'title': '3 Monster Stocks to Hold for the Next 20 Years', 'publisher': 'Motley Fool', 'link': 'https://www.fool.com/investing/2026/04/28/3-monster-stocks-to-hold-for-the-next-20-years/', 'summary': 'Okta, ASML, and Enbridge are buy-and-forget-it stocks that should deliver for decades.', 'pub_date': '2026-04-28T15:05:00Z', 'formatted_date': '04-28-2026'}]"
NFE,[]
LNTH,[]
YUMC,[]
SMH,[]
NKTR,[]
HG,[]
BTU,[]
RRX,[]
AXSM,[]
YELP,"[{'title': 'Apple, Google Crushed California Bill Helping Smaller Rivals', 'publisher': 'Bloomberg', 'link': 'https://finance.yahoo.com/news/apple-google-crushed-california-bill-143510069.html', 'summary': '(Bloomberg) -- Some of the world’s largest technology companies swiftly quashed a California legislative measure that pitted giants like Apple Inc. and Google against smaller rivals, a display of their immense political influence in their home state. Most Read from BloombergSergey Brin Confronted Gavin Newsom — Then Launched a Political WarThe Billion-Barrel Hormuz Oil Shock Is About to Crash DemandOpenAI Breaks Free From Exclusive AI Pact With MicrosoftTrump Being ‘Humiliated’ in Iran Talks, Ge', 'pub_date': '2026-04-27T16:16:00Z', 'formatted_date': '04-27-2026'}]"
CSCO,[]
FAST,[]
CE,[]
FORM,[]
NOW,[]
SBH,[]
VLO,[]
NX,[]
AEO,[]
WH,"[{'title': 'Hilton Worldwide Holdings Inc. (HLT) Q1 Earnings Top Estimates', 'publisher': 'Zacks', 'link': 'https://finance.yahoo.com/markets/stocks/articles/hilton-worldwide-holdings-inc-hlt-111002709.html', 'summary': 'Hilton Worldwide (HLT) delivered earnings and revenue surprises of +2.52% and -1.40%, respectively, for the quarter ended March 2026. Do the numbers hold clues to what lies ahead for the stock?', 'pub_date': '2026-04-28T11:10:02Z', 'formatted_date': '04-28-2026'}]"
DRAM,[]
TGNA,[]
CHRW,[]
VSNT,[]
LEU,[]
INOD,[]
FLJP,[]
RVI,[]
PCAR,[]
SUNE,"[{'title': 'SUNation Energy Inc (SUNE) Q4 2025 Earnings Call Highlights: Record Sales Surge and Strategic ...', 'publisher': 'GuruFocus.com', 'link': 'https://finance.yahoo.com/sectors/energy/articles/sunation-energy-inc-sune-q4-190309496.html', 'summary': 'SUNation Energy Inc (SUNE) reports a remarkable 77% increase in Q4 sales and unveils strategic plans amidst industry challenges.', 'pub_date': '2026-03-19T19:03:09Z', 'formatted_date': '03-19-2026'}]"
TRGP,[]
HNRG,[]
MP,[]
GE,[]
AGI,[]
ZION,[]
NXE,[]
ALEC,[]
FTS,[]
NUS,"[{'title': 'Estimating The Fair Value Of Nu Skin Enterprises, Inc. (NYSE:NUS)', 'publisher': 'Simply Wall St.', 'link': 'https://finance.yahoo.com/news/estimating-fair-value-nu-skin-102552233.html', 'summary': 'Key Insights The projected fair value for Nu Skin Enterprises is US$10.00 based on 2 Stage Free Cash Flow to Equity...', 'pub_date': '2026-02-16T10:25:52Z', 'formatted_date': '02-16-2026'}]"
XHR,[]
CAPR,[]
IGF,[]
EOLS,[]
LVS,[]
MRNA,[]
INGM,[]
MBOT,[]
FLEX,[]
ARCC,"[{'title': 'ARCC Stock Rises Despite Q1 Earnings Lag on Strong Portfolio Activity', 'publisher': 'Zacks', 'link': 'https://finance.yahoo.com/markets/stocks/articles/arcc-stock-rises-despite-q1-143200828.html', 'summary': 'Ares Capital shares rise 1.7% as strong portfolio activity and higher investment income help offset a Q1 earnings miss and unrealized losses.', 'pub_date': '2026-04-29T14:32:00Z', 'formatted_date': '04-29-2026'}]"
TNET,[]
HTGC,[]
MOS,[]
ULTA,[]
EVMN,[]
TMO,[]
WNC,[]
APO,[]
GO,[]
MMS,"[{'title': 'Why Maximus (MMS) is a Great Dividend Stock Right Now', 'publisher': 'Zacks', 'link': 'https://finance.yahoo.com/markets/stocks/articles/why-maximus-mms-great-dividend-154501966.html', 'summary': ""Dividends are one of the best benefits to being a shareholder, but finding a great dividend stock is no easy task. Does Maximus (MMS) have what it takes? Let's find out."", 'pub_date': '2026-04-29T15:45:01Z', 'formatted_date': '04-29-2026'}]"
AFL,[]
SOFI,[]
SFNC,[]
NSA,[]
VLTO,[]
VFH,[]
MLI,[]
KALV,[]
VPL,[]
ACMR,"[{'title': 'Wall Street Analysts Think ACM Research (ACMR) Is a Good Investment: Is It?', 'publisher': 'Zacks', 'link': 'https://finance.yahoo.com/markets/stocks/articles/wall-street-analysts-think-acm-133003219.html', 'summary': 'The average brokerage recommendation (ABR) for ACM Research (ACMR) is equivalent to a Buy. The overly optimistic recommendations of Wall Street analysts make the effectiveness of this highly sought-after metric questionable. So, is it worth buying the stock?', 'pub_date': '2026-04-28T13:30:03Z', 'formatted_date': '04-28-2026'}]"
UBER,[]
VEEV,[]
VDE,[]
BCS,[]
CI,[]
ACGL,[]
CLNE,[]
KGC,[]
NLY,[]
RJF,"[{'title': '1 Value Stock to Research Further and 2 That Underwhelm', 'publisher': 'StockStory', 'link': 'https://finance.yahoo.com/markets/stocks/articles/1-value-stock-research-further-002055149.html', 'summary': 'Value investing has produced some of the world’s most famous investing billionaires, including Warren Buffett, David Einhorn, and Seth Klarman, who built their fortunes by purchasing wonderful businesses at reasonable prices. But these hidden gems are few and far between - many stocks that appear cheap often stay that way because they face structural issues.', 'pub_date': '2026-04-29T00:20:55Z', 'formatted_date': '04-29-2026'}]"
AAON,[]
VNO,[]
SMTC,[]
SXC,[]
IMTM,[]
KMPR,[]
EFC,[]
IYE,[]
AZTA,[]
SRPT,"[{'title': 'Sarepta Therapeutics (SRPT) Reports Next Week: Wall Street Expects Earnings Growth', 'publisher': 'Zacks', 'link': 'https://finance.yahoo.com/markets/stocks/articles/sarepta-therapeutics-srpt-reports-next-140008089.html', 'summary': 'Sarepta Therapeutics (SRPT) possesses the right combination of the two key ingredients for a likely earnings beat in its upcoming report. Get prepared with the key expectations.', 'pub_date': '2026-04-29T14:00:08Z', 'formatted_date': '04-29-2026'}]"
SU,[]
SNDX,[]
HCSG,[]
IQMM,[]
CSX,[]
ADC,[]
AMTM,[]
ESTC,[]
PH,[]
OPTT,"[{'title': 'Ocean Power Technologies secures US Homeland Security contract – ICYMI', 'publisher': 'Proactive', 'link': 'https://www.proactiveinvestors.com/companies/news/1090784/ocean-power-technologies-secures-us-homeland-security-contract-icymi-1090784.html', 'summary': 'Ocean Power Technologies Inc (NYSE-A:OPTT) earlier this week outlined rapid progress in deploying its power and monitoring systems, as CEO Philipp Stratmann highlighted accelerating demand for ocean security solutions in an interview with Proactive. Stratmann said the company had moved from...', 'pub_date': '2026-04-17T19:39:00Z', 'formatted_date': '04-17-2026'}]"
TCPC,[]
PACK,[]
VRE,[]
RCUS,[]
LSCC,[]
HSY,[]
ALHC,[]
JBHT,[]
DYN,[]
VGT,"[{'title': ""Better Tech ETF for Artificial Intelligence (AI): Vanguard's VGT vs. iShares' IYW"", 'publisher': 'Motley Fool', 'link': 'https://www.fool.com/coverage/etfs/2026/04/29/better-tech-etf-for-artificial-intelligence-ai-vanguard-s-vgt-vs-ishares-iyw/', 'summary': 'Explore how differences in sector focus, portfolio breadth, and dividend payouts shape the long-term appeal of these two tech ETF giants.', 'pub_date': '2026-04-29T18:05:01Z', 'formatted_date': '04-29-2026'}]"
CECO,[]
VXUS,[]
GGAL,[]
PVH,[]
ACH,[]
KMI,[]
ATO,[]
IQV,[]
ACLS,[]
ENOV,"[{'title': 'Omnicell (OMCL) Q1 Earnings and Revenues Surpass Estimates', 'publisher': 'Zacks', 'link': 'https://finance.yahoo.com/markets/stocks/articles/omnicell-omcl-q1-earnings-revenues-115502614.html', 'summary': 'Omnicell (OMCL) delivered earnings and revenue surprises of +67.94% and +2.20%, respectively, for the quarter ended March 2026. Do the numbers hold clues to what lies ahead for the stock?', 'pub_date': '2026-04-28T11:55:02Z', 'formatted_date': '04-28-2026'}]"
AHR,[]
SLG,[]
EXPO,[]
EQNR,[]
ORA,[]
RCKT,[]
CPRX,[]
OVV,[]
JMUB,[]
TRN,"[{'title': 'Trinity (TRN) Q1 Earnings: What To Expect', 'publisher': 'StockStory', 'link': 'https://finance.yahoo.com/markets/stocks/articles/trinity-trn-q1-earnings-expect-174055732.html', 'summary': 'Railcar products and services provider Trinity (NYSE:TRN) will be reporting earnings this Thursday before market hours. Here’s what to expect.', 'pub_date': '2026-04-29T17:40:55Z', 'formatted_date': '04-29-2026'}]"
NNN,[]
HII,[]
LAB,[]
EXTR,[]
CTAS,[]
LSEGY,[]
PPC,[]
NWE,[]
CB,[]
SSNC,"[{'title': 'SSNC Q1 Deep Dive: Technology-Enabled Services and AI Initiatives Drive Consistent Growth', 'publisher': 'StockStory', 'link': 'https://finance.yahoo.com/markets/stocks/articles/ssnc-q1-deep-dive-technology-012523532.html', 'summary': 'Financial software provider SS&C Technologies (NASDAQ:SSNC) reported Q1 CY2026 results beating Wall Street’s revenue expectations, with sales up 8.8% year on year to $1.65 billion. The company expects next quarter’s revenue to be around $1.66 billion, close to analysts’ estimates. Its non-GAAP profit of $1.69 per share was 2.3% above analysts’ consensus estimates.', 'pub_date': '2026-04-25T01:25:23Z', 'formatted_date': '04-25-2026'}]"
DHX,[]
COTY,[]
ALEX,[]
UMBF,[]
OPRX,[]
OGN,[]
AXON,[]
HNI,[]
CMCSA,[]
DEI,"[{'title': 'How Douglas Emmett (DEI) Narrative Is Shifting As Analysts Reassess Growth And Valuation', 'publisher': 'Simply Wall St.', 'link': 'https://finance.yahoo.com/markets/stocks/articles/douglas-emmett-dei-narrative-shifting-190646872.html', 'summary': 'Douglas Emmett’s fair value estimate has been reset slightly lower, shifting from US$11.65 to US$11.55, a modest 0.9% move that keeps the name in roughly the same valuation zone. This adjustment lines up with fresh Street research, where several firms have trimmed price targets into the US$10 to US$11.50 band and maintained more neutral ratings as they weigh earnings power and capital allocation. As you read on, you will see how this evolving analyst narrative can help you track what might...', 'pub_date': '2026-04-29T19:06:46Z', 'formatted_date': '04-29-2026'}]"
HL,[]
ATRC,[]
RDY,[]
FCPT,[]
MICC,[]
RIG,[]
DAR,[]
TE,[]
SCZ,[]
PRCT,"[{'title': 'PROCEPT BioRobotics (PRCT) Earnings Transcript', 'publisher': 'Motley Fool', 'link': 'https://www.fool.com/earnings/call-transcripts/2026/04/14/procept-biorobotics-prct-earnings-transcript/', 'summary': ""On procedures, my handpiece sales were roughly in line with expectations.  Procedure utilization is an area we are highly focused on improving moving forward and believe it's a key to unlocking long-term value.  While HYDROS launches consistently deliver strong procedure adoption post launch, the timing from sale to first procedure is highly variable."", 'pub_date': '2026-04-14T15:44:37Z', 'formatted_date': '04-14-2026'}]"
CRS,[]
INCY,[]
MTDR,[]
HRL,[]
DHC,[]
ADMA,[]
CYTK,[]
VAL,[]
PWR,[]
TPH,"[{'title': 'How The Sumitomo Deal Is Rewriting The Tri Pointe Homes (TPH) Investment Story', 'publisher': 'Simply Wall St.', 'link': 'https://finance.yahoo.com/markets/stocks/articles/sumitomo-deal-rewriting-tri-pointe-110840975.html', 'summary': 'Price targets for Tri Pointe Homes now cluster around US$47 per share, matching the agreed acquisition price that many analysts are using as their reference point. Research updates explain this move as a shift toward treating the stock as a deal driven situation, with ratings and targets keyed to the announced cash consideration rather than long term growth assumptions. Keep reading to see how this evolving narrative could matter for how you think about risk, timing, and potential outcomes...', 'pub_date': '2026-04-28T11:08:40Z', 'formatted_date': '04-28-2026'}]"
TECL,[]
NTES,[]
PG,[]
AMZN,[]
VRT,[]
SCHC,[]
AFG,[]
TRP,[]
BJ,[]
FLR,"[{'title': 'Fluor Reshapes Risk With Reimbursable Model And NuScale-Funded Buyback', 'publisher': 'Simply Wall St.', 'link': 'https://finance.yahoo.com/markets/stocks/articles/fluor-reshapes-risk-reimbursable-model-220724432.html', 'summary': 'Fluor (NYSE:FLR) is shifting its core business toward a capital efficient reimbursable services model. The company is backing this move with a substantial share repurchase program. Fluor plans to fund a significant part of the buyback through the sale of its stake in NuScale. Fluor sits at the intersection of engineering, procurement and construction services, a space where contract structure can have a major impact on earnings stability. Moving away from large fixed price projects toward...', 'pub_date': '2026-04-27T22:07:24Z', 'formatted_date': '04-27-2026'}]"
BHF,[]
VSTS,[]
PUK,[]
JKHY,[]
KIE,[]
BILI,[]
CRUX,[]
CRC,[]
BKH,[]
